Word,British,American,MeaningRaw,Book,Grade,Semester,SourceFile,SourceRow
crossroads,[ˈkrɒsrəʊdz],[ˈkrɔːsroʊdz],n. 十字路口；交叉路口；聚会的中心地点（crossroad的复数形式）,4年级下,4,下,人教版一年级起点四年级下.xlsx,12
neighbourhood,[ˈneɪbəhʊd],[ˈneɪbərhʊd],n. 邻近；周围；邻居关系；附近一带,4年级下,4,下,人教版一年级起点四年级下.xlsx,13
send,[send],[send],"n. 上升运动
vi. 派人；寄信
vt. 发送，寄；派遣；使进入；发射",4年级下,4,下,人教版一年级起点四年级下.xlsx,14
get,[ɡet],[ɡet],"n. 生殖；幼兽
vi. 成为；变得；到达
vt. 使得；获得；受到；变成",4年级下,4,下,人教版一年级起点四年级下.xlsx,15
money,[ˈmʌni],[ˈmʌni],n. 钱；货币；财富,4年级下,4,下,人教版一年级起点四年级下.xlsx,16
get to,,,na. 接触到；开始；〈美口〉收买,4年级下,4,下,人教版一年级起点四年级下.xlsx,17
before,[bɪˈfɔː(r)],[bɪˈfɔːr],"prep. 在…之前，先于
conj. 在…以前；在…之前
adv. 以前；在前",4年级下,4,下,人教版一年级起点四年级下.xlsx,18
leave,[liːv],[liːv],"vt. 离开；留下；遗忘；委托
vi. 离开，出发；留下
n. 许可，同意；休假",4年级下,4,下,人教版一年级起点四年级下.xlsx,19
toy,[tɔɪ],[tɔɪ],"n. 玩具；小装饰品；不值钱的东西
adj. 作为玩具的；玩物似的
vi. 玩弄；调情；随随便便地对待",4年级下,4,下,人教版一年级起点四年级下.xlsx,20
hospital,[ˈhɒspɪt(ə)l],[ˈhɑːspɪtl],n. 医院,4年级下,4,下,人教版一年级起点四年级下.xlsx,21
bookshop,[ˈbʊkʃɒp],[ˈbʊkʃɑːp],n. 书店,4年级下,4,下,人教版一年级起点四年级下.xlsx,22
school,[skuːl],[skuːl],"n. 学校；学院；学派；鱼群
vt. 教育",4年级下,4,下,人教版一年级起点四年级下.xlsx,23
supermarket,[ˈsuːpəmɑːkɪt],[ˈsuːpərmɑːrkɪt],n. 超级市场；自助售货商店,4年级下,4,下,人教版一年级起点四年级下.xlsx,24
ball,[bɔːl],[bɔːl],"n. 球；舞会
vt. 捏成球形
vi. 成团块",4年级下,4,下,人教版一年级起点四年级下.xlsx,25
city,[ˈsɪti],[ˈsɪti],"n. 城市，都市
adj. 城市的；都会的",4年级下,4,下,人教版一年级起点四年级下.xlsx,26
street,[striːt],[striːt],"n. 街道
adj. 街道的",4年级下,4,下,人教版一年级起点四年级下.xlsx,27
sports centre,,,"体育运动中心, 运动场",4年级下,4,下,人教版一年级起点四年级下.xlsx,28
hotel,[həʊˈtel],[hoʊˈtel],"n. 旅馆，饭店；客栈
vt. 使…在饭店下榻
vi. 进行旅馆式办公",4年级下,4,下,人教版一年级起点四年级下.xlsx,29
square,[skweə(r)],[skwer],"n. 平方；广场；正方形
adj. 平方的；正方形的；直角的；正直的
vt. 使成方形；与…一致
vi. 一致；成方形
adv. 成直角地",4年级下,4,下,人教版一年级起点四年级下.xlsx,30
buy toys,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,31
see a film,,,看电影；去看电影；去电影院看电影,4年级下,4,下,人教版一年级起点四年级下.xlsx,32
go boating,,,na. 乘船〔尤指划船〕游玩,4年级下,4,下,人教版一年级起点四年级下.xlsx,33
busy,[ˈbɪzi],[ˈbɪzi],"adj. 忙碌的；热闹的；正被占用的
vt. 使忙于",4年级下,4,下,人教版一年级起点四年级下.xlsx,34
station,[ˈsteɪʃ(ə)n],[ˈsteɪʃn],"n. 车站；驻地；地位；身份
vt. 配置；安置；驻扎",4年级下,4,下,人教版一年级起点四年级下.xlsx,35
place,[pleɪs],[pleɪs],"n. 地方；住所；座位
vt. 放置；任命；寄予
vi. 名列前茅；取得名次",4年级下,4,下,人教版一年级起点四年级下.xlsx,36
thing,[θɪŋ],[θɪŋ],n. 事情；东西；事物；情况,4年级下,4,下,人教版一年级起点四年级下.xlsx,37
stay,[steɪ],[steɪ],"n. 逗留；停止；支柱
vi. 停留；坚持；暂住；停下
vt. 坚持；暂住；抑制",4年级下,4,下,人教版一年级起点四年级下.xlsx,38
star,[stɑː(r)],[stɑːr],"n. 星，恒星；明星；星形物
adj. 明星的，主角的；星形的
vt. 用星号标于；由…主演，由…担任主角
vi. 担任主角",4年级下,4,下,人教版一年级起点四年级下.xlsx,39
king,[kɪŋ],[kɪŋ],"n. 国王；最有势力者；王棋
vi. 统治；做国王
vt. 立…为王
adj. 主要的，最重要的，最大的",4年级下,4,下,人教版一年级起点四年级下.xlsx,40
central,[ˈsentrəl],[ˈsentrəl],"n. 电话总机
adj. 中心的；主要的；中枢的",4年级下,4,下,人教版一年级起点四年级下.xlsx,41
take photos,,,照相；拍照；拍照片,4年级下,4,下,人教版一年级起点四年级下.xlsx,42
museum,[mjuˈziːəm],[mjuˈziːəm],n. 博物馆,4年级下,4,下,人教版一年级起点四年级下.xlsx,43
dream,[driːm],[driːm],"n. 梦想，愿望；梦
adj. 梦的；理想的；不切实际的
vt. 梦想；做梦；想到
vi. 梦想；做梦，梦见；想到",4年级下,4,下,人教版一年级起点四年级下.xlsx,44
sea,[siː],[siː],n. 海；海洋；许多；大量,4年级下,4,下,人教版一年级起点四年级下.xlsx,45
ski,[skiː],[skiː],"n. 滑雪橇
vi. 滑雪
adj. 滑雪（用）的",4年级下,4,下,人教版一年级起点四年级下.xlsx,46
eat seafood,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,47
visit the Mogao Caves,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,48
West Lake,,,西湖；杭州西湖；浙江杭州,4年级下,4,下,人教版一年级起点四年级下.xlsx,49
row a boat,,,划船；摇船；划船最好用,4年级下,4,下,人教版一年级起点四年级下.xlsx,50
the Great Wall,,,长城；万里长城；中国万里长城,4年级下,4,下,人教版一年级起点四年级下.xlsx,51
take photos,,,照相；拍照；拍照片,4年级下,4,下,人教版一年级起点四年级下.xlsx,52
summer vacation,,,n. 暑假,4年级下,4,下,人教版一年级起点四年级下.xlsx,53
travel,[ˈtræv(ə)l],[ˈtrævl],"n. 旅行；游历；漫游
vt. 经过；在…旅行
vi. 旅行；行进；步行；交往",4年级下,4,下,人教版一年级起点四年级下.xlsx,54
reading,[ˈriːdɪŋ],[ˈriːdɪŋ],"n. 阅读，朗读；读物；读数
v. 阅读（read的ing形式）
adj. 阅读的",4年级下,4,下,人教版一年级起点四年级下.xlsx,55
skateboarding,[ˈskeɪtbɔːdɪŋ],[ˈskeɪtbɔːrdɪŋ],n. 滑板运动,4年级下,4,下,人教版一年级起点四年级下.xlsx,56
singing,[ˈsɪŋɪŋ],[ˈsɪŋɪŋ],"n. 歌唱；歌声；耳鸣；振鸣
v. 唱歌（sing的ing形式）
adj. 唱歌的；音乐般的",4年级下,4,下,人教版一年级起点四年级下.xlsx,57
dancing,[ˈdɑːnsɪŋ],[ˈdænsɪŋ],"n. 跳舞；舞蹈
v. 跳舞；摇晃（dance的ing形式）",4年级下,4,下,人教版一年级起点四年级下.xlsx,58
doing jigsaw puzzles,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,59
making models,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,60
collecting erasers,,,无,4年级下,4,下,人教版一年级起点四年级下.xlsx,61
different,[ˈdɪfrənt],[ˈdɪfrənt],adj. 不同的；个别的，与众不同的,4年级下,4,下,人教版一年级起点四年级下.xlsx,62
hobby,[ˈhɒbi],[ˈhɑːbi],n. 嗜好；业余爱好,4年级下,4,下,人教版一年级起点四年级下.xlsx,63
stamp,[stæmp],[stæmp],"n. 邮票；印记；标志；跺脚
vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
vi. 跺脚；捣碎；毁掉",4年级下,4,下,人教版一年级起点四年级下.xlsx,64
catch,[kætʃ],[kætʃ],"n. 捕捉；捕获物；窗钩
vt. 赶上；抓住；感染；了解
vi. 赶上；抓住",4年级下,4,下,人教版一年级起点四年级下.xlsx,65
go for a picnic,,,去野餐；去野炊；出去野炊,4年级下,4,下,人教版一年级起点四年级下.xlsx,66
play the violin,,,拉小提琴；弹小提琴；演奏小提琴,4年级下,4,下,人教版一年级起点四年级下.xlsx,67
go skating,,,去滑冰；去溜冰；滑雪,4年级下,4,下,人教版一年级起点四年级下.xlsx,68
go camping,,,去野营；去露营；宿营,4年级下,4,下,人教版一年级起点四年级下.xlsx,69
do the housework,,,做家务；做家务活；料理家务,4年级下,4,下,人教版一年级起点四年级下.xlsx,70
free,[friː],[friː],"adj. 免费的；自由的，不受约束的；[化学] 游离的
vt. 使自由，解放；释放
adv. 自由地；免费",4年级下,4,下,人教版一年级起点四年级下.xlsx,71
never,[ˈnevə(r)],[ˈnevər],adv. 从未；决不,4年级下,4,下,人教版一年级起点四年级下.xlsx,72
once a week,,,一周一次；每周一次；一星期一次,4年级下,4,下,人教版一年级起点四年级下.xlsx,73
twice a week,,,一周两次；每周两次；一星期两次,4年级下,4,下,人教版一年级起点四年级下.xlsx,74
three times a week,,,一周三次；每周三次；一星期三次,4年级下,4,下,人教版一年级起点四年级下.xlsx,75
Canada,[ˈkænədə],[ˈkænədə],n. 加拿大（北美洲国家）,4年级下,4,下,人教版一年级起点四年级下.xlsx,76
Australia,[ɒˈstreɪliə],[ɔːˈstreɪliə],n. 澳大利亚，澳洲,4年级下,4,下,人教版一年级起点四年级下.xlsx,77
the UK,,,（等于the United Kingdom）英国,4年级下,4,下,人教版一年级起点四年级下.xlsx,78
the USA,,,美国；美利坚合众国；现在我们有美国的大哥,4年级下,4,下,人教版一年级起点四年级下.xlsx,79
China,[ˈtʃaɪnə],[ˈtʃaɪnə],"n. 中国
n. china，瓷器
adj. 中国的；中国制造的
adj. china，瓷制的",4年级下,4,下,人教版一年级起点四年级下.xlsx,80
koala,[kəʊˈɑːlə],[koʊˈɑːlə],n. 树袋熊，无尾熊（产于澳大利亚，又名考拉）,4年级下,4,下,人教版一年级起点四年级下.xlsx,81
maple leaves,,,枫叶；枫树叶子；枫树留下,4年级下,4,下,人教版一年级起点四年级下.xlsx,82
Big Ben,,,"n. 英国伦敦议会大厦顶的大钟, 美国得州西南部的国立大本德公园(Big Bend National Park)",4年级下,4,下,人教版一年级起点四年级下.xlsx,83
Disneyland,[ˈdɪznilænd],[ˈdɪznilænd],n. 迪斯尼乐园；幻想世界,4年级下,4,下,人教版一年级起点四年级下.xlsx,84
campfire,[ˈkæmpfaɪə(r)],[ˈkæmpfaɪər],n. 营火；营火会,4年级下,4,下,人教版一年级起点四年级下.xlsx,85
cute,[kjuːt],[kjuːt],adj. 可爱的；漂亮的；聪明的，伶俐的,4年级下,4,下,人教版一年级起点四年级下.xlsx,86
country,[ˈkʌntri],[ˈkʌntri],"n. 国家，国土；国民；乡下，农村；乡村；故乡
adj. 祖国的，故乡的；地方的，乡村的；国家的；粗鲁的；乡村音乐的",4年级下,4,下,人教版一年级起点四年级下.xlsx,87
pretty,[ˈprɪti],[ˈprɪti],"n. 有吸引力的事物（尤指饰品）；漂亮的人
adj. 漂亮的；可爱的；优美的
adv. 相当地；颇",4年级下,4,下,人教版一年级起点四年级下.xlsx,88
clever,[ˈklevə(r)],[ˈklevər],"adj. 聪明的；机灵的；熟练的
[ 比较级cleverer 最高级 cleverest ]",5年级上,5,上,人教版一年级起点五年级上.xlsx,2
careless,[ˈkeələs],[ˈkerləs],adj. 粗心的；无忧无虑的；淡漠的,5年级上,5,上,人教版一年级起点五年级上.xlsx,3
polite,[pəˈlaɪt],[pəˈlaɪt],adj. 有礼貌的，客气的；文雅的；上流的；优雅的,5年级上,5,上,人教版一年级起点五年级上.xlsx,4
quiet,[ˈkwaɪət],[ˈkwaɪət],"n. 安静；和平
adj. 安静的；安定的；不动的；温顺的
vt. 使平息；安慰
vi. 平静下来",5年级上,5,上,人教版一年级起点五年级上.xlsx,5
cute,[kjuːt],[kjuːt],adj. 可爱的；漂亮的；聪明的，伶俐的,5年级上,5,上,人教版一年级起点五年级上.xlsx,6
friendly,[ˈfrendli],[ˈfrendli],"adj. 友好的；亲切的；支持的；融洽的，和睦的
adv. 友善地；温和地",5年级上,5,上,人教版一年级起点五年级上.xlsx,7
helpful,[ˈhelpfl],[ˈhelpfl],adj. 有帮助的；有益的,5年级上,5,上,人教版一年级起点五年级上.xlsx,8
active,[ˈæktɪv],[ˈæktɪv],"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的",5年级上,5,上,人教版一年级起点五年级上.xlsx,9
popular,[ˈpɒpjələ(r)],[ˈpɑːpjələr],adj. 流行的，通俗的；受欢迎的；大众的；普及的,5年级上,5,上,人教版一年级起点五年级上.xlsx,10
talk,[tɔːk],[tɔːk],"n. 谈话；演讲；空谈
vi. 谈话；说闲话
vt. 说；谈话；讨论",5年级上,5,上,人教版一年级起点五年级上.xlsx,11
party,[ˈpɑːti],[ˈpɑːrti],"n. 政党，党派；聚会，派对；当事人 [复数 parties]
vi. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ]",5年级上,5,上,人教版一年级起点五年级上.xlsx,12
all,[ɔːl],[ɔːl],"n. 全部
adj. 全部的
adv. 全然地；越发
pron. 全部",5年级上,5,上,人教版一年级起点五年级上.xlsx,13
but,[bət],[bət; bʌt],"conj. 但是；而是；然而
adv. 仅仅，只
prep. 除…以外",5年级上,5,上,人教版一年级起点五年级上.xlsx,14
sometimes,[ˈsʌmtaɪmz],[ˈsʌmtaɪmz],adv. 有时，间或,5年级上,5,上,人教版一年级起点五年级上.xlsx,15
bark,[bɑːk],[bɑːrk],"n. 树皮；深青棕色；毛皮；皮肤；狗叫
vt. 狗叫；尖叫；剥皮",5年级上,5,上,人教版一年级起点五年级上.xlsx,16
forget,[fəˈɡet],[fərˈɡet],"vi. 忘记
vt. 忘记；忽略",5年级上,5,上,人教版一年级起点五年级上.xlsx,17
with,[wɪð],[wɪð; wɪθ],prep. 用；随着；支持；和…在一起,5年级上,5,上,人教版一年级起点五年级上.xlsx,18
wear glasses,,,戴眼镜；戴着眼镜；带着眼镜,5年级上,5,上,人教版一年级起点五年级上.xlsx,19
slim,[slɪm],[slɪm],"adj. 苗条的；修长的；微小的；差的
vt. 使…体重减轻；使…苗条
vi. 减轻体重；变细",5年级上,5,上,人教版一年级起点五年级上.xlsx,20
curly,[ˈkɜːli],[ˈkɜːrli],adj. 卷曲的；卷毛的；（木材）有皱状纹理的；蜷缩的,5年级上,5,上,人教版一年级起点五年级上.xlsx,21
straight,[streɪt],[streɪt],"n. 直；直线；直男，直女，异性恋者
adj. 直的；连续的；笔直的；正直的；整齐的；异性恋的
adv. 直接地；不断地；立即；坦率地",5年级上,5,上,人教版一年级起点五年级上.xlsx,22
nice,[naɪs],[naɪs],adj. 精密的；美好的；细微的；和蔼的,5年级上,5,上,人教版一年级起点五年级上.xlsx,23
young,[jʌŋ],[jʌŋ],"n. 年轻人；（动物的）崽，仔
adj. 年轻的；初期的；没有经验的",5年级上,5,上,人教版一年级起点五年级上.xlsx,24
teach,[tiːtʃ],[tiːtʃ],"vt. 教；教授；教导
vi. 教授；讲授；当老师",5年级上,5,上,人教版一年级起点五年级上.xlsx,25
guess,[ɡes],[ɡes],"n. 猜测；推测
vi. 猜；推测；猜中
vt. 猜测；认为；推测；猜中
n. 盖尔斯（美国服装品牌）",5年级上,5,上,人教版一年级起点五年级上.xlsx,26
has,[həz],[həz; əz; hæz],v. 有，吃，得到，从事，允许，雇用，享有（have的第三人称单数）；（亲属关系中）接受；拿；买到,5年级上,5,上,人教版一年级起点五年级上.xlsx,27
animal,[ˈænɪm(ə)l],[ˈænɪm(ə)l],"n. 动物
动物的",5年级上,5,上,人教版一年级起点五年级上.xlsx,28
elephant,[ˈelɪfənt],[ˈelɪfənt],n. 象；大号图画纸,5年级上,5,上,人教版一年级起点五年级上.xlsx,29
panda,[ˈpændə],[ˈpændə],n. 熊猫；猫熊,5年级上,5,上,人教版一年级起点五年级上.xlsx,30
horse,[hɔːs],[hɔːrs],"n. 马；骑兵；脚架；海洛因
vt. 使骑马；系马于；捉弄
vi. 骑马；作弄人",5年级上,5,上,人教版一年级起点五年级上.xlsx,31
cow,[kaʊ],[kaʊ],"n. 奶牛，母牛；母兽
vt. 威胁，恐吓",5年级上,5,上,人教版一年级起点五年级上.xlsx,32
pig,[pɪɡ],[pɪɡ],"n. 猪；猪肉
vi. 生小猪；像猪一样过活
n. 警察（俚语，带有攻击性）",5年级上,5,上,人教版一年级起点五年级上.xlsx,33
sheep,[ʃiːp],[ʃiːp],n. 羊，绵羊；胆小鬼,5年级上,5,上,人教版一年级起点五年级上.xlsx,34
bee,[biː],[biː],n. 蜜蜂，蜂；勤劳的人,5年级上,5,上,人教版一年级起点五年级上.xlsx,35
farm,[fɑːm],[fɑːrm],"n. 农场；农家；畜牧场
vt. 养殖；耕种；佃出（土地）
vi. 种田，务农；经营农场",5年级上,5,上,人教版一年级起点五年级上.xlsx,36
fast,[fɑːst],[fæst],"n. 斋戒；绝食
adj. 快速的，迅速的；紧的，稳固的
adv. 迅速地；紧紧地；彻底地
vi. 禁食，斋戒",5年级上,5,上,人教版一年级起点五年级上.xlsx,37
why,[waɪ],[waɪ],"int. 哎呀！什么？
adv. 为什么",5年级上,5,上,人教版一年级起点五年级上.xlsx,38
lovely,[ˈlʌvli],[ˈlʌvli],"adj. 可爱的；令人愉快的；爱恋的；秀丽的，优美的
n. 美女；可爱的东西",5年级上,5,上,人教版一年级起点五年级上.xlsx,39
butterfly,[ˈbʌtəflaɪ],[ˈbʌtərflaɪ],n. 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人,5年级上,5,上,人教版一年级起点五年级上.xlsx,40
exercise book,,,n. 练习本；练习册；作业本,5年级上,5,上,人教版一年级起点五年级上.xlsx,41
pencil sharpener,,,n. 卷笔刀,5年级上,5,上,人教版一年级起点五年级上.xlsx,42
a pair of scissors,,,一把剪刀；一副剪刀；一双剪刀,5年级上,5,上,人教版一年级起点五年级上.xlsx,43
pencil box,,,铅笔盒；文具盒；你的铅笔盒,5年级上,5,上,人教版一年级起点五年级上.xlsx,44
a box of crayons,,,无,5年级上,5,上,人教版一年级起点五年级上.xlsx,45
please,[pliːz],[pliːz],"int. 请（礼貌用语）
vt. 使喜欢；使高兴，使满意
vi. 讨人喜欢；令人高兴",5年级上,5,上,人教版一年级起点五年级上.xlsx,46
only,[ˈəʊnli],[ˈoʊnli],"adv. 只，仅仅；不料
adj. 唯一的，仅有的；最合适的
conj. 但是；不过；可是",5年级上,5,上,人教版一年级起点五年级上.xlsx,47
also,[ˈɔːlsəʊ],[ˈɔːlsoʊ],"conj. 并且；另外
adv. 也；而且；同样",5年级上,5,上,人教版一年级起点五年级上.xlsx,48
saleswoman,[ˈseɪlzwʊmən],[ˈseɪlzwʊmən],n. [贸易] 女售货员；[贸易] 女店员,5年级上,5,上,人教版一年级起点五年级上.xlsx,49
great,[ɡreɪt],[ɡreɪt],"n. 大师；大人物；伟人们
adj. 伟大的，重大的；极好的，好的；主要的",5年级上,5,上,人教版一年级起点五年级上.xlsx,50
love,[lʌv],[lʌv],"n. 恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物
v. 爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕",5年级上,5,上,人教版一年级起点五年级上.xlsx,51
how much,[haʊ mʌtʃ],[haʊ mʌtʃ],conj. 多少,5年级上,5,上,人教版一年级起点五年级上.xlsx,52
a lot,,,"n. 许多
adv. 常",5年级上,5,上,人教版一年级起点五年级上.xlsx,53
wonderful,[ˈwʌndəf(ə)l],[ˈwʌndərf(ə)l],adj. 极好的，精彩的，绝妙的；奇妙的；美妙；胜；神妙,5年级上,5,上,人教版一年级起点五年级上.xlsx,54
cool,[kuːl],[kuːl],"n. 凉爽；凉爽的空气
adj. 凉爽的；冷静的；出色的
vt. 使…冷却；使…平静下来
vi. 变凉；平息
adv. 冷静地",5年级上,5,上,人教版一年级起点五年级上.xlsx,55
fantastic,[fænˈtæstɪk],[fænˈtæstɪk],"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的",5年级上,5,上,人教版一年级起点五年级上.xlsx,56
cartoons,[kɑːˈtuːnz],[kɑrˈtʊn],"n. 卡通动画；动漫图书（cartoon的复数）
v. 画漫画（cartoon的三单形式）",5年级上,5,上,人教版一年级起点五年级上.xlsx,57
news shows,,,新闻节目,5年级上,5,上,人教版一年级起点五年级上.xlsx,58
nature shows,,,无,5年级上,5,上,人教版一年级起点五年级上.xlsx,59
chore,[tʃɔː(r)],[tʃɔːr],n. 家庭杂务；日常的零星事务；讨厌的或累人的工作,5年级上,5,上,人教版一年级起点五年级上.xlsx,60
clean the room,,,打扫房间；清扫房间；清洁房间,5年级上,5,上,人教版一年级起点五年级上.xlsx,61
make the bed,,,铺床；整理床铺；整理被物,5年级上,5,上,人教版一年级起点五年级上.xlsx,62
take out the rubbish,,,无,5年级上,5,上,人教版一年级起点五年级上.xlsx,63
wash clothes,,,洗衣服；爱洗衣服的小羊；清洗衣物,5年级上,5,上,人教版一年级起点五年级上.xlsx,64
tidy the desk,,,无,5年级上,5,上,人教版一年级起点五年级上.xlsx,65
sweep the floor,,,扫地；清扫地板；打扫地板,5年级上,5,上,人教版一年级起点五年级上.xlsx,66
call,[kɔːl],[kɔːl],"n. 电话；呼叫；要求；访问
vi. 呼叫；拜访；叫牌
vt. 呼叫；称呼；召集",5年级上,5,上,人教版一年级起点五年级上.xlsx,67
too much,,,na. 太过份,5年级下,5,下,人教版一年级起点五年级下.xlsx,2
candy,[ˈkændi],[ˈkændi],"n. 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品
adj. 新潮的（服饰）；甜言蜜语的
vt. 用糖煮；使结晶为砂糖；美化
vi. 糖煮；成为结晶",5年级下,5,下,人教版一年级起点五年级下.xlsx,3
go to bed,,,na. 睡；同床；【印】付印,5年级下,5,下,人教版一年级起点五年级下.xlsx,4
early,[ˈɜːli],[ˈɜːrli],"adj. 早期的；早熟的
adv. 提早；在初期",5年级下,5,下,人教版一年级起点五年级下.xlsx,5
exercise,[ˈeksəsaɪz],[ˈeksərsaɪz],"n. 运动；练习；运用；操练；礼拜；典礼
vt. 锻炼；练习；使用；使忙碌；使惊恐
vi. 运动；练习",5年级下,5,下,人教版一年级起点五年级下.xlsx,6
tired,[ˈtaɪəd],[ˈtaɪərd],"v. 疲倦；对…腻烦（tire的过去分词形式）
adj. 疲倦的；厌倦的，厌烦的",5年级下,5,下,人教版一年级起点五年级下.xlsx,7
drink,[drɪŋk],[drɪŋk],"n. 酒，饮料；喝酒
vt. 喝，饮；吸收；举杯庆贺
vi. 喝酒；饮水；干杯",5年级下,5,下,人教版一年级起点五年级下.xlsx,8
before,[bɪˈfɔː(r)],[bɪˈfɔːr],"prep. 在…之前，先于
conj. 在…以前；在…之前
adv. 以前；在前",5年级下,5,下,人教版一年级起点五年级下.xlsx,9
dirty,[ˈdɜːti],[ˈdɜːrti],"adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的
vt. 弄脏
vi. 变脏",5年级下,5,下,人教版一年级起点五年级下.xlsx,10
always,[ˈɔːlweɪz],[ˈɔːlweɪz],adv. 永远，一直；总是；常常,5年级下,5,下,人教版一年级起点五年级下.xlsx,11
stomachache,[ˈstʌməkeɪk],[ˈstʌməkˌeɪk],n. 腹痛，肚子痛；胃痛,5年级下,5,下,人教版一年级起点五年级下.xlsx,12
headache,[ˈhedeɪk],[ˈhedeɪk],n. 头痛；麻烦；令人头痛之事,5年级下,5,下,人教版一年级起点五年级下.xlsx,13
toothache,[ˈtuːθeɪk],[ˈtuːθeɪk],n. [口腔] 牙痛,5年级下,5,下,人教版一年级起点五年级下.xlsx,14
a lot of,,,det. 许多,5年级下,5,下,人教版一年级起点五年级下.xlsx,15
sleepy,[ˈsliːpi],[ˈsliːpi],adj. 欲睡的；困乏的；不活跃的,5年级下,5,下,人教版一年级起点五年级下.xlsx,16
subject,[ˈsʌbdʒɪkt; ˈsʌbdʒekt],[ˈsʌbdʒɪkt; ˈsʌbdʒekt],"n. 主题；科目；[语] 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…",5年级下,5,下,人教版一年级起点五年级下.xlsx,17
mark,[mɑːk],[mɑːrk],"n. 标志；马克；符号；痕迹；分数
vi. 作记号
vt. .标志；做标记于；打分数
n. . 标志；做标记于；打分数",5年级下,5,下,人教版一年级起点五年级下.xlsx,18
advice,[ədˈvaɪs],[ədˈvaɪs],n. 建议；忠告；劝告；通知,5年级下,5,下,人教版一年级起点五年级下.xlsx,19
more,[mɔː(r)],[mɔːr],"adv. 更多；此外；更大程度地
adj. 更多的；附加的
pron. 更多的数量
n. 更多",5年级下,5,下,人教版一年级起点五年级下.xlsx,20
New Year's Day,,,na. 元旦,5年级下,5,下,人教版一年级起点五年级下.xlsx,21
Tree Planting Day,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,22
Mother's Day,,,na. (美国和加拿大的)母亲节,5年级下,5,下,人教版一年级起点五年级下.xlsx,23
Children's Day,,,na. 儿童节,5年级下,5,下,人教版一年级起点五年级下.xlsx,24
Father's Day,,,na. 〈美〉父亲节(每年六月的第三个星期日),5年级下,5,下,人教版一年级起点五年级下.xlsx,25
Teachers' Day,,,n. 教师节,5年级下,5,下,人教版一年级起点五年级下.xlsx,26
National Day,,,na. 国庆日,5年级下,5,下,人教版一年级起点五年级下.xlsx,27
Christmas Day,,,"n. 【宗,基督】圣诞节；圣诞节时期",5年级下,5,下,人教版一年级起点五年级下.xlsx,28
birthday,[ˈbɜːθdeɪ],[ˈbɜːrθdeɪ],n. 生日，诞辰；诞生的日子,5年级下,5,下,人教版一年级起点五年级下.xlsx,29
fifth,[fɪfθ],[fɪfθ],"num. 第五
n. 第五；五分之一
adj. 第五的；五分之一的",5年级下,5,下,人教版一年级起点五年级下.xlsx,30
5th,,,n. 第五（fifth）,5年级下,5,下,人教版一年级起点五年级下.xlsx,31
tenth,[tenθ],[tenθ],"num. 第十；十分之一
adj. 十分之一的；第十个的",5年级下,5,下,人教版一年级起点五年级下.xlsx,32
10th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,33
twelfth,[twelfθ],[twelfθ],"n. 第十二；月的第十二日
adj. 第十二的，第十二个",5年级下,5,下,人教版一年级起点五年级下.xlsx,34
12th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,35
twenty-fifth,,,第二十五,5年级下,5,下,人教版一年级起点五年级下.xlsx,36
25th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,37
plant,[plɑːnt],[plænt],"n. 工厂，车间；植物；设备；庄稼
vt. 种植；培养；栽培；安置
vi. 种植",5年级下,5,下,人教版一年级起点五年级下.xlsx,38
make a poster,,,制作海报；做海报；作一个海报,5年级下,5,下,人教版一年级起点五年级下.xlsx,39
celebrate,[ˈselɪbreɪt],[ˈselɪbreɪt],"vt. 庆祝；举行；赞美；祝贺；宣告
vi. 庆祝；过节；举行宗教仪式",5年级下,5,下,人教版一年级起点五年级下.xlsx,40
have a picnic,,,举行野餐；去野餐；吃野餐,5年级下,5,下,人教版一年级起点五年级下.xlsx,41
office,[ˈɒfɪs],[ˈɑːfɪs],n. 办公室；政府机关；官职；营业处,5年级下,5,下,人教版一年级起点五年级下.xlsx,42
together,[təˈɡeðə(r)],[təˈɡeðər],"adj. 新潮的；情绪稳定的，做事有效率的
adv. 一起；同时；相互；连续地；总共",5年级下,5,下,人教版一年级起点五年级下.xlsx,43
